가게명,판매업종,배달소요시간,평점,리뷰수,배달기준금액,배달비
연어덮밥대가,9,55,4.9,31,9900,6200
노량진수산시장벌교아저씨,9,90,4.6,19,13000,5000
스시광-미아역점,9,21,5.0,36,14000,3400
줄스시오,9,60,4.9,686,13900,6500
아카스시&사시미전문점,9,70,4.9,65,14000,5400
구찌짱,9,17,4.8,11,12000,3400
독도게찜-수유점,9,24,5.0,7,30000,4400
막퍼주는참치-수유점,9,56,4.9,165,19000,5000
몬스터스테이크,9,57,4.7,116,15000,4000
뜨자고횟집,9,22,5.0,12,25000,4400
싸다김밥-성신여대역점,9,38,4.6,127,12000,5000
두껍다회선생,9,55,4.8,28,20000,3000
더주샤,9,52,3.0,3,16000,4000
등촌샤브칼국수-수유점,9,14,5.0,215,24000,4400
유메초밥,9,19,4.8,99,18000,4400
경호야초밥,9,55,4.9,1324,18000,5500
광수육회-길음점,9,50,5.0,83,15000,3500
모찌네타코야끼콩떡빙수-번동점,9,25,5.0,53,11000,5400
419초밥,9,58,4.9,652,11000,5000
이백장돈가스-수유점,9,52,5.0,7,10000,6000
어도참치,9,23,4.5,17,15000,6400
비젼참치앤스시-우이점,9,23,0.0,0,17000,6400
화랑수산,9,14,4.8,57,20000,3900
스시판판,9,60,4.9,244,16000,6500
풍천민물장어-미아점,9,21,3.0,2,24000,3400
조선날개,9,55,5.0,2,15000,3600
가영이네,9,24,4.6,9,15000,4400
신군포차-길음점,9,17,0.0,0,13000,3400
브런치도시락,9,48,4.7,70,16000,4500
달리는려석들-미아점,9,49,4.7,12,15000,4000
새우다,9,22,5.0,11,13000,5400
풍천장어-수유시장점,9,18,0.0,0,30000,3400
오사카함박스테이크-성신여대점,9,59,4.8,103,12000,5200
레게노돈삼닭,9,51,4.3,3,12000,7900
77년생곱도리식당-수유점,9,50,5.0,1,18000,4000
이찌방라멘&카츠카레-강북수유점,9,50,5.0,11,12000,5000
스시화-성북점,9,45,0.0,0,8000,3000
멘부리-수유점,9,22,5.0,716,9000,3000
주대국초밥집,9,18,5.0,2124,15000,2900
돈까스대왕전-미아점,9,48,4.9,1495,12000,3000
초밥좋은날,9,60,4.9,4653,14500,3000
정담초밥-길음점,9,50,4.9,2639,15000,2000
돈까스짱-삼양사거리점,9,11,5.0,144,13000,2900
스시히카리,9,52,4.8,391,14000,3000
솔향스시&복순이네탕집,9,17,4.8,325,11000,2900
바삭한두끼,9,15,5.0,357,14000,2900
스시공방,9,53,5.0,98,15000,1500
호랑이초밥-고대점,9,52,4.9,351,15000,3500
국수나무-길음뉴타운점,9,52,4.7,509,15000,3500
돈시락,9,52,5.0,38,11000,3000
수비드카츠야,9,21,5.0,50,9900,3400
차고집냉면-강북점,9,20,4.9,4139,5000,3500
야미가-정릉점,9,52,4.6,320,15000,3000
스쿨푸드-미아사거리점,9,54,4.9,241,13000,2500
낭만덮밥,9,52,4.7,39,14000,3500
구구족-강북미아점,10,36,4.9,240,16900,2000
삼거리족발,10,60,4.9,394,30000,6000
족발야시장-수유역점,10,40,4.8,8595,30000,2000
광명족발-본점,10,34,4.9,152,20000,1000
인생보쌈-수유점,10,17,4.9,284,15000,500
완미족발-수유점,10,49,5.0,2,20000,4000
43년전통성북왕족발,10,50,4.9,1354,20000,3000
정릉시장한방족발,10,60,4.9,230,5000,2000
족발야시장-성신여대점,10,50,4.8,2297,23000,2000
삼양족발,10,49,0.0,0,30000,3000
한결보쌈-성신여대점,10,45,4.9,20,12000,2500
족발야시장-미아사거리점,10,50,4.7,3747,30000,2000
진흥왕족발,10,38,4.9,560,20000,1000
구구족-강북미아점,10,36,4.9,240,16900,2000
일만족발 미아본점,10,50,4.9,505,19900,1900
귀한족발-삼양사거리점,10,13,5.0,6,25000,1900
참족발-본점,10,48,5.0,11,19000,1000
귀한족발-수유직영점,10,46,4.9,743,29000,3000
착한족발-미아삼양점,10,40,4.9,134,15000,3000
잭아저씨족발보쌈-본점,10,50,4.8,4690,30000,4000
핫오리-수유점,10,33,5.0,5,18000,3000
핫오리-수유점,10,33,5.0,5,18000,3000
족선생-한성대점,10,50,4.6,734,18000,2000
가장맛있는족발-정릉점,10,46,4.9,298,24000,3000
귀한족발-본점,10,49,4.9,2089,26000,4000
따스한온족-월곡본점,10,53,4.6,818,20000,3000
대마족발-정릉점,10,28,4.9,472,20000,3000
튀김족발홍능족발1977,10,50,4.9,526,25000,2000
무치다무침&수육,10,21,5.0,83,14000,2900
귀한족발-종암점,10,35,4.8,30,26000,3500
오리와함께면-정릉점,10,55,5.0,19,20000,3000
마왕족발-미아사거리점,10,61,4.9,856,27000,3500
황가왕족발-장위점,10,50,4.6,202,20000,3000
장수왕족발보쌈-본점,10,60,4.6,308,20000,2000
원할머니보쌈-정릉점,10,50,4.8,277,27000,3000
창신동옥천매운족발,10,50,4.6,38,18000,2000
역족-튀김족발&묵은지보쌈,10,40,4.8,498,20000,3000
성수족발-수유점,10,50,4.6,92,29000,2000
오리도니-미아점,10,60,5.0,296,17000,3000
번동골보쌈족발,10,40,4.2,92,25000,3000
백년시장 한방족발,10,49,4.8,26,5000,2000
오백집모자족발-본점,10,40,4.6,496,30000,5000
미가족발-미아점,10,40,4.9,19,25000,3000
장충할매왕족발보쌈,10,48,4.9,18,18000,6500
성북영양왕족발전문,10,52,4.4,236,20000,3000
미아삼거리창신동매운족발,10,17,4.9,55,20000,3400
가장맛있는족발-수유점,10,24,4.4,58,28000,4400
족발3시30분-종암점,10,41,4.8,16,25000,4000
딸랑구족발,10,60,5.0,89,18000,3500
성북오향족발,10,60,4.5,442,30000,4000
마왕족발,10,66,4.8,1410,25000,7000
흥부족발보쌈,10,17,3.7,3,25000,3400
현주식당-수유점,10,23,4.6,82,9000,3900
통큰허브족발-월곡점,10,20,5.0,6,20000,4400
나홀로보쌈,10,49,4.4,30,19000,3000
청춘만족,10,17,5.0,6,20000,3400
삼거리족발,10,60,4.9,394,30000,6000
창신동매운족발-강북직영점,10,22,4.3,6,25000,4400
보승회관,10,21,4.9,16,13000,4400
오봉집-미아점,10,50,4.9,214,15000,5000
금족같은내한끼-2호점,10,49,4.9,119,8000,4500
매일삶는족족,10,45,5.0,28,18000,6000
이해무왕족발-미아점,10,52,5.0,6,15000,3500
신창족발,10,22,4.0,14,25000,5400
금족같은내한끼-용두점,10,49,4.8,352,8000,3000
왕족-용두동점,10,49,4.8,720,28000,2000
창대매운족발,10,52,4.8,12,25000,7900
해장요리전문점해장쿡-강북점,10,60,4.9,309,12000,5000
도경족발,10,48,0.0,0,20000,3500
족보애-본점,10,52,4.9,60,30000,5500
오봉화로닭발,10,50,4.8,24,18000,3000
호랑이광장,10,15,5.0,1,16000,1900
코리안(KOREAN)명품족발,10,22,0.0,0,30000,5400
핫오리-수유점,10,33,5.0,5,18000,3000
완미족발-수유점,10,49,5.0,2,20000,4000
삼양족발,10,49,0.0,0,30000,3000
대민족-본점,10,16,4.7,26,11000,3400
명동칼국수-수유미아점,10,19,4.2,6,14000,3900
이정복수제족발,10,48,3.5,2,17000,1000
삼형제보쌈족발1880,10,49,4.4,32,18000,2500
토방보쌈,10,17,4.9,51,30000,3500
BHC-미아점,11,50,4.9,11109,16000,3000
굽네치킨&피자-하월곡점,11,49,4.2,4312,15000,3000
네네치킨-정릉점,11,49,4.6,1622,16000,3000
또래오래-미아사거리역점,11,50,4.8,238,15000,4000
페리카나-정릉행복점,11,43,4.6,197,16000,2000
직화삼겹직구삼-돈암점,11,25,4.7,239,9000,5000
디디치킨-미아점,11,60,4.7,522,15000,4500
폭풍토핑피자스톰-성북점,11,70,4.9,4202,15900,1000
육회&연어-미아본점,11,53,4.8,4053,9900,3000
지코바치킨-서울수유1호점,11,55,4.9,7231,16000,2000
노포막회-2호수유점,11,52,0.0,0,20000,3000
번쩍피자-미아점,11,35,4.9,2116,14900,1000
족발야시장-수유역점,11,40,4.8,8595,30000,2000
요이타코,11,38,5.0,166,5000,3000
이찌방라멘&카츠카레-강북수유점,11,50,5.0,11,12000,5000
닥터찬의찌개백반-성신여대점,11,60,4.8,2784,12000,3000
지랄닭발-성북점,11,50,5.0,311,18000,3000
후라이드참잘하는집-미아점,11,61,4.7,1917,10000,2000
모모타코야끼,11,50,4.9,3123,11000,3500
옆집떡볶이-미아점,11,45,4.8,6918,14000,2500
토핑빨-본점,11,46,4.8,841,15000,1000
파무쳐두마리파닭,11,61,4.4,780,15000,1000
국민닭발-정릉점,11,51,4.9,2176,20000,2500
모두의피자,11,58,5.0,1184,15900,2900
지코바치킨-돈암1호점,11,40,4.9,2725,17000,3000
완미족발-수유점,11,49,5.0,2,20000,4000
라와마라탕-본점,11,70,4.8,4880,14900,3000
신불닭발,11,50,4.7,526,14000,2000
한결보쌈-성신여대점,11,45,4.9,20,12000,2500
육회한연어-수유점,11,50,4.9,1809,11000,3500
일만족발 미아본점,11,50,4.9,505,19900,1900
프레드피자-서울성북점,11,51,5.0,869,15900,3000
노랑통닭-미아점,11,61,4.7,2505,17000,3000
청춘닭꼬치-정릉점,11,50,5.0,60,12000,2900
국민낙곱새-길음점,11,40,5.0,508,17900,2000
곱창다방-강북점,11,48,5.0,30,15000,2000
규리네과일가게-강북점,11,50,5.0,10,13000,4500
처갓집양념치킨-삼양점,11,57,4.9,5395,16000,2000
고기듬뿍미트박스-성북점,11,50,4.8,468,5000,3000
P씨네24시부엌-미아점,11,53,4.6,57,10000,1500
화채꽃-길음점,11,54,4.9,438,14000,3000
파스타어때-수유점,11,38,4.7,32,5000,4000
담음마음을담은죽-미아점,11,50,4.9,186,10000,2500
닥엔돈스쪽갈비-미아점,11,55,5.0,93,19000,1000
족발야시장-성신여대점,11,50,4.8,2297,30000,2000
인생콩나물국밥,11,29,4.7,176,14000,1900
파스타어때-성신여대본점,11,30,4.9,70,5000,3000
백억커피-미아사거리점,11,53,4.0,4,7900,3400
BHC-미아점,11,50,4.9,11109,16000,3000
불아더두마리숯불바베큐-하월곡점,11,60,5.0,41,15000,2500
윤이불닭발-성북구청점,11,57,5.0,146,12000,2000
지랄닭발-수유점,11,60,4.9,542,16000,4000
카페145-수유점,11,57,5.0,14,8000,3900
인생제육,11,34,4.8,677,14000,1900
홍식이불닭발,11,40,4.5,237,16000,2000
순살만공격-강북송천점,11,55,4.8,152,14000,2600
혼곱혼자즐기는곱창-정릉동점,11,61,4.9,321,13000,3000
한판,11,49,0.0,0,18000,3500
더팔당매운오징어&닭발 김치찜,11,60,4.7,297,12000,3000
구구족-강북미아점,11,36,4.9,240,16900,2000
착한족발-미아삼양점,11,40,4.9,134,15000,3000
크로플각-월곡점,11,51,5.0,723,12000,2900
롯데리아-미아삼거리점,11,50,4.7,2913,10000,3500
떡순튀-미아수유점,11,49,4.8,115,12000,3000
푸라닭-성신여대점,11,40,4.9,2525,16900,4000
옥수동묵은지김치찜-길음점,11,55,4.8,97,14000,3000
바로덮밥-수유점,11,60,4.9,714,7500,3500
라사천마라탕-수유점,11,40,4.9,723,14900,3000
닭강정공방-삼양미아점,11,49,0.0,0,16000,3000
족발야시장-미아사거리점,11,50,4.7,3747,30000,2000
수유불닭발,11,50,4.8,983,16000,2500
네모찹쌀탕수육-미아점,11,50,4.9,73,15000,2500
손큰할매순대국-국민대점,11,33,4.8,19,13000,3000
노랑통닭-정릉점,11,60,4.6,1174,16000,2500
오빠생각타코야끼,11,60,4.9,1153,11000,4000
롯데리아-길음뉴타운점,11,30,4.6,1491,10000,3500
60계-정릉점,11,50,4.5,583,15900,2500
돼지게티-서울미아점,11,57,4.8,82,14900,3500
명성양꼬치-미아점,11,55,4.8,179,20000,2000
구백냥곱창-외대점,11,65,4.9,745,9900,5400
족선생-한성대점,11,50,4.6,734,18000,2000
파스타스타-성신여대점,11,46,4.9,294,10000,4000
웁스떡볶이-미아점,11,50,4.5,547,14000,3000
행운포차,11,50,4.8,319,16000,3500
큰집닭강정-정릉점,11,49,4.9,264,13000,3000
맥주공장,11,50,4.7,97,15000,3500
찰리네맥주집,11,42,4.9,24,15000,2900
소소한곱창-미아점,11,50,4.8,94,30000,2000
와우곱창막창,11,60,4.4,807,18000,1000
왕빈자삼파전-미아본점,11,60,4.8,2391,10000,4000
대장금-바다회전문점,11,60,4.9,439,21000,4000
라사천마라탕-미아점,11,40,4.9,341,14900,2000
귀한족발-수유직영점,11,46,4.9,743,29000,3000
치킨매니아-미아사거리점,11,53,4.7,417,18000,2000
하니제육,11,35,4.8,14,11500,2500
오늘은불닭발-강북미아점,11,45,5.0,3,12000,3000
마약아구찜과해물찜,11,50,4.9,39,20000,3000
인생집,11,37,4.7,75,14000,1900
광장시장먹거리장터,11,60,4.8,1322,18000,2500
한사바리해장국-미아점,11,35,4.9,399,11000,4000
굽네치킨&피자-하월곡점,11,61,4.2,4312,15000,3000
쌍팔반점-성북점,11,52,4.4,29,9900,3500
꾸브라꼬숯불두마리치킨-미아점,11,60,5.0,429,16000,3500
두리닭발-성신여대점,11,50,4.9,636,15000,3500
처갓집양념치킨-정릉점,11,37,4.8,759,16000,3000
24시미아감자탕,11,50,4.9,1914,18000,4500
도시락엔-미아점,11,38,4.8,17,13000,2900
잭아저씨족발보쌈-본점,11,50,4.8,4690,30000,4000
쭈꾸미달인-성신여대점,11,60,4.8,74,15000,3000
귀한족발-본점,11,49,4.9,2089,26000,4000
보스참치-강북구점,11,53,5.0,51,18000,3000
쥬씨-차얌정릉시장점,11,50,4.8,56,9900,3500
왕십리인생곱창연탄구이,11,40,4.9,211,14900,3500
마라킹너희들나못이겨-미아점,11,39,4.5,33,12900,3400
회이크아웃,11,38,4.9,48,15000,3000
오준환의찬란한주방,11,30,4.7,27,19000,3500
코니살롱,11,45,5.0,9,12000,3200
떳다왕만두-직영점,12,40,5.0,187,12500,1500
옆집떡볶이-미아점,12,45,4.8,6918,14000,2500
걸작떡볶이치킨-길음미아뉴타운점,12,44,4.8,3215,15000,2500
가위바위떡,12,49,0.0,0,12000,5500
모모타코야끼,12,50,4.9,3123,11000,3500
동대문엽기떡볶이-길음점,12,60,4.8,512,14000,3500
동대문엽기떡볶이-성신여대점,12,60,4.7,737,14000,4000
소소떡볶이-길음점,12,30,4.9,31,12000,3000
신전떡볶이-정릉점,12,44,4.9,458,11000,3000
떡순튀-미아수유점,12,49,4.8,115,12000,3000
동대문엽기떡볶이-미아역점,12,60,4.5,1666,22000,3000
떡참떡볶이참잘하는집-강북미아점,12,17,4.9,543,14000,2900
동대문엽기떡볶이-정릉점,12,55,4.5,299,14000,3000
태리로제떡볶이&닭강정-미아수유점,12,21,4.9,284,16000,3400
배떡-길음점,12,49,4.9,504,12000,4500
동대문엽기떡볶이-미아삼거리점,12,50,4.4,1103,22000,3000
오빠생각타코야끼,12,59,4.9,1153,11000,4000
응급실국물떡볶이-강북삼양점,12,14,4.8,132,14000,2900
웁스떡볶이-미아점,12,50,4.5,547,14000,3000
전설의왕만두,12,16,5.0,58,12500,2900
아리랑우동집,12,19,4.8,67,12000,2900
맥주공장,12,50,4.7,97,15000,3500
응급실국물떡볶이-쌍문역점,12,52,4.9,1016,15000,4900
유자유김치떡볶이-본점,12,48,4.8,2355,14500,5500
청담곱떡-수유점,12,40,4.8,42,12000,3000
요이타코,12,39,5.0,166,5000,3000
P씨네24시부엌-미아점,12,57,4.6,57,10000,1500
요녀석파스타&필라프-강북점,12,23,5.0,637,7000,3500
국대떡볶이-길음점,12,17,4.5,364,10000,3400
지랄닭발-성북점,12,53,5.0,311,18000,3000
배떡-장위점,12,50,4.8,682,12000,6000
고기듬뿍미트박스-성북점,12,50,4.8,468,5000,3000
김밥스토리-번동점,12,25,4.4,36,10000,4400
모찌네타코야끼콩떡빙수-번동점,12,25,5.0,53,11000,5400
정릉시장한방족발,12,52,4.9,230,5000,2000
싸다김밥-성신여대역점,12,40,4.6,127,12000,5000
걸작떡볶이치킨-수유점,12,42,4.9,382,18000,4000
인생콩나물국밥,12,32,4.7,176,14000,1900
감탄떡볶이-수유역점,12,22,4.9,984,14000,4400
미니웁스떡볶이-미아점,12,50,4.0,3,14000,3000
오매떡-동덕여대점,12,51,5.0,57,14000,6500
담꾹-수유시장점,12,12,4.9,549,25000,500
인생제육,12,30,4.8,677,14000,1900
돼지게티-서울미아점,12,60,4.8,82,14900,3500
사랑해타코야끼,12,19,4.9,87,12000,2900
곱창다방-강북점,12,48,5.0,30,15000,2000
파스타어때-수유점,12,33,4.7,32,5000,4000
인생집,12,37,4.7,75,14000,1900
미스터숯불꼬치-미아사거리본점,12,50,4.8,124,20000,4500
Oops떡볶이-미아점,12,60,4.7,31,14000,3000
불아더두마리숯불바베큐-하월곡점,12,60,5.0,41,15000,2500
집나간왕만두,12,21,5.0,4,15000,5400
뚱스밥버거-미아점,12,57,4.7,288,13000,3500
범프리카인생치킨-미아점,12,52,4.8,355,15500,2000
만두퍼드림,12,23,5.0,20,10000,6400
산더미국밥&냉면,12,21,4.9,76,11000,3400
꾸브라꼬포장마차떡볶이-미아점,12,51,0.0,0,16000,3500
포앤시드니-수유점,12,22,4.8,330,12000,4400
명품부산어묵,12,30,4.3,18,15000,3000
가영이네,12,24,4.6,9,15000,4400
혼떡-본점,12,50,0.0,0,8000,2500
현주식당-수유점,12,23,4.6,82,9000,3900
내가찜한떡볶이내떡-수유점,12,20,0.0,0,12000,4400
찰리네맥주집,12,42,4.9,24,15000,2900
닥치고떡볶이-정릉점,12,50,4.7,37,14900,3000
골목식당-강북점,12,50,4.8,199,9000,3500
낭만치맥-미아사거리점,12,45,4.9,16,15000,2000
원조웰빙용두동쭈꾸미,12,20,4.9,85,13000,3400
쌍팔반점-성북점,12,47,4.4,29,9900,3500
벼락떡볶이-성북점,12,50,4.7,554,15000,4000
보승회관,12,20,4.9,16,13000,4400
레전드고기한상-도봉점,12,50,4.8,378,10000,3000
대한맥주집-성신여대점,12,55,4.9,53,11000,3000
로드락후라이드-미아역점,12,50,4.8,143,15000,6000
삼삼치킨-미아점,12,67,4.7,49,14000,4000
광수육회-길음점,12,50,5.0,83,15000,3500
백년시장 한방족발,12,49,4.8,26,5000,2000
서울참맛죽,12,50,4.8,24,15000,3900
최고돈,12,17,4.5,4,12000,3400
필레오피자-미아점,12,60,4.8,82,14000,4000
엿날통닭(대박치킨본점),12,40,4.8,378,15000,5000
을지로골뱅이-쌍문점,12,22,4.5,40,15000,4400
가장맛있는족발-수유점,12,24,4.4,58,28000,4400
89번가-돈암점,12,51,0.0,0,18000,3000
족발3시30분-종암점,12,41,4.8,16,25000,4000
와와불닭발,12,13,4.1,18,17000,2900
신군포차-길음점,12,17,0.0,0,13000,3400
하이파스타,12,51,0.0,0,9900,3500
야식한잔,12,51,5.0,2,12000,4000
청년부부양꼬치,12,19,4.7,7,20000,2900
알코하임혼술&야식,12,51,5.0,4,12000,4000
채육식당-강북수유점,12,68,4.9,23,12500,5500
왓츠킹브랜드타운샵,12,51,0.0,0,10000,4000
CF바베큐치킨-동덕여대점,12,21,4.8,40,11000,4400
땡전,12,25,5.0,3,18000,4400
누가쏠래-수유점,12,17,5.0,1,19000,3400
육두막,12,24,3.2,5,15000,4400
가위바위떡,12,49,0.0,0,12000,5500
스쿨푸드-미아사거리점,12,50,4.9,241,13000,2500
걸작떡볶이치킨-월곡점,12,70,4.9,5187,15000,3000
김가네-길음뉴타운점,12,50,4.5,900,16000,3000
고봉민김밥인-강북미아점,12,20,4.8,1792,10000,3400
33떡볶이-길음뉴타운점,12,50,4.8,362,14000,3000
청년다방-미아뉴타운점,12,50,4.8,98,15000,2000
은사즉석떡볶이-미아점,12,11,4.9,918,12000,2900
꿈의김밥-길음점,12,20,4.8,63,5000,2900
바르다김선생-길음뉴타운점,12,50,4.7,1357,14000,2500
길음동불난집떡볶이,12,50,4.9,197,15000,3000
행운꼬마김밥,12,20,4.9,118,12000,3400
오국물떡볶이,12,19,4.9,48,13000,2900
버무리떡볶이-길음뉴타운점,12,50,4.7,690,15000,3000
김밥천국-수유사거리점,12,51,4.6,1617,10000,4500
최고김밥-하월곡점,12,23,4.9,138,12000,3900
감탄떡볶이-월곡점,12,21,4.9,201,10000,3900
신전떡볶이-미아창문여고점,12,22,4.7,326,16000,3400
명성왕만두-미아점,12,12,4.9,52,10000,2900
생강김밥-미아사거리역점,12,19,4.9,58,11000,2900
엄청자신있는손만두,12,51,4.8,46,10000,3000
가오리떡볶이,12,50,5.0,47,10000,4400
주대국초밥집,12,18,5.0,2125,15000,2900
봉명동내커피-성북구점,13,40,5.0,25,9000,3600
화채꽃-길음점,13,54,4.9,438,14000,3000
봉명동내커피-성북구점,13,40,5.0,25,9000,3600
파리바게뜨-미아풍림점,13,60,4.9,1797,12000,2200
배스킨라빈스-삼양시장점,13,60,4.9,33,13500,3000
뚜레쥬르-카페수유역점,13,21,4.8,842,12000,4400
요이타코,13,39,5.0,166,5000,3000
포트캔커피-삼양사거리점,13,16,4.9,212,12000,2500
이디야커피-삼양사거리점,13,60,4.9,374,10000,1900
백억커피-미아사거리점,13,53,4.0,4,7900,3400
갈팡즙팡과일디저트카페-강북점,13,60,4.8,52,15000,4000
설빙-고대점,13,60,4.9,1520,13900,3500
메가MGC커피-정릉역점,13,32,4.6,54,9000,2500
크로플각-월곡점,13,51,5.0,723,12000,2900
규리네과일가게-강북점,13,55,5.0,10,13000,4500
화채꽃-길음점,13,54,4.9,438,14000,3000
커피베이-삼양사거리역점,13,55,5.0,105,6000,2500
파리바게뜨-미아중앙점,13,60,4.9,1713,12000,2200
파리바게뜨-정릉제일점,13,60,4.9,3826,12000,2200
카페145-수유점,13,55,5.0,14,8000,3900
던킨-길음뉴타운점,13,60,4.9,1609,13000,3000
파리바게뜨-길음동부점,13,60,4.9,2741,12000,2200
봉명동내커피-성북구점,13,40,5.0,25,9000,3600
"과일에반하다,프루타-길음점",13,18,4.4,11,12000,2900
크로플각-수유점,13,21,5.0,501,9000,3400
파리바게뜨-미아풍림점,13,60,4.9,1797,12000,2200
와플대학-삼양캠퍼스점,13,47,5.0,119,12000,3000
쥬씨-차얌정릉시장점,13,50,4.8,56,9900,3500
파리바게뜨-삼양시장점,13,60,4.9,1116,12000,2200
크로플홀릭-본점,13,22,5.0,181,10000,2400
파리바게뜨-북한산시티점,13,60,4.8,1405,12000,2200
배스킨라빈스-미아역점,13,60,4.8,568,13500,3000
배스킨라빈스-하월곡점,13,60,4.8,772,13500,3000
스톤커피,13,50,5.0,4,5000,3000
아무거나톡톡-성신여대점,13,43,5.0,21,10000,3000
파리바게뜨-정릉서경점,13,60,4.9,689,12000,2200
배스킨라빈스-삼양시장점,13,60,4.9,33,13500,3000
국민우유집-성북점,13,50,4.8,28,11000,3500
와피-미아역점,13,27,4.8,41,12000,3400
빅스트로우버블티-성북점,13,23,4.9,14,8000,2900
이삭토스트-수유역점,13,51,4.9,3196,10000,5000
수유커피집,13,17,5.0,135,12000,3900
마이그릭,13,48,4.8,136,15000,3900
러빙요거트아이스크림,13,60,5.0,20,13000,4000
구테로이테-epi점,13,20,5.0,3,8500,4400
델디아,13,24,4.9,302,10000,4400
뚜레쥬르-보문역점,13,33,5.0,1759,15000,5500
왓플-성신여대점,13,40,5.0,77,9000,4800
뚜레쥬르-카페수유역점,13,21,4.8,842,12000,4400
팝콘팔라트,13,53,4.9,18,12000,3500
니즈커피,13,17,4.9,19,11000,3400
빵이좋은사람들-본점,13,15,5.0,14,15000,3400
프랭크버거-솔샘역점,13,48,4.7,15,9400,3500
레게노-성신여대점,13,57,5.0,282,14000,4200
뉴시즌커피다비DABEE,13,49,5.0,1,10000,3000
카페브릭스,13,50,4.9,138,15000,2900
샤빙눈꽃빙수N샌드위치-돌곶이점,13,60,4.8,363,12000,6000
새서울청과,13,60,4.8,60,15000,5500
카페인중독-미아점,13,70,4.9,608,12000,4500
브래드마티스,13,20,4.9,112,23000,2900
BRsingles-하월곡점,13,48,0.0,0,2500,4200
호구커피-창동점,13,52,4.8,375,8000,6000
BRsingles-삼양시장점,13,48,0.0,0,2500,4200
라씨그릭,13,49,5.0,2,15000,4000
1호기-본점,13,21,4.9,12,12000,3400
몽글-쌍문점,13,21,5.0,43,15000,4400
라떼는말이야-수유점,13,50,5.0,13,20000,5900
엘파소커피,13,49,0.0,0,15000,4400
바코드&수제샌드위치,13,21,5.0,1,18000,4400
영스탕후루&디저트카페,13,49,5.0,9,15000,7000
인피니티샐러드하우스-수유점,13,21,4.8,124,15000,4400
브런치로스팅카페다담-수유점,13,48,4.8,112,20000,5900
규리네과일가게-강북점,13,55,5.0,10,13000,4500
백억커피-미아사거리점,13,53,4.0,4,7900,3400
메가MGC커피-삼양점,13,48,4.9,65,6000,2500
와플대학-동덕여대캠퍼스점,13,27,4.9,213,12000,1900
샐요뜨샐러드&요거트-월곡점,13,48,5.0,48,9900,2900
오성리카페&커피,13,21,4.9,225,12000,1500
이디야커피-삼양시장점,13,49,4.9,133,9000,1500
메가MGC커피-미아영훈초점,13,49,5.0,61,9000,2500
쥬씨-삼양점,13,47,4.9,253,12000,2500
빽다방-가오리역점,13,23,4.9,91,8000,4400
이삭토스트-서울삼양점,13,48,4.9,1538,9000,2500
크리스피크림도넛-미아점,13,49,4.8,1593,15000,3000
경성꽈배기-삼양점,13,16,5.0,55,12000,2900
더벤티-미아사거리역점,13,49,5.0,37,9000,3000
꽈백최선생-미아점,13,17,5.0,99,10000,3400
뚜레쥬르-미아테라스파크점,13,17,4.9,622,12000,2900
마마파파,13,47,5.0,30,10000,1500
메가MGC커피-장위점,13,48,4.9,525,8000,4000
빽다방-삼양동사거리점,13,47,4.7,35,7000,3200
배스킨라빈스-정릉시장점,13,48,4.8,973,13500,3000
엠오리진,13,20,5.0,148,12000,2900
배스킨라빈스-길음뉴타운점,13,48,4.8,901,13500,3000
뚜레쥬르-길음뉴타운점,13,60,4.9,1104,12000,3000
뚜레쥬르-송천센트레빌점,13,49,4.9,472,12000,3000
웅파이-미아사거리점,13,16,5.0,7,14000,2900
이삭토스트-정릉시장점,13,48,4.5,12,14000,3500
카페푸릇,13,14,4.8,37,10000,2900
더듀얼로스터즈,13,13,5.0,2,12000,2900
유어즈에버,13,55,5.0,153,12000,3500
샐요뜨-샐러드&요거트-수유점,13,30,5.0,426,9900,2900
메가MGC커피-북한산정릉점,13,48,4.9,36,8000,3000
디저트가주는여유,13,14,5.0,3,15000,2900
카페차이-길음뉴타운점,13,48,4.9,48,10000,3500
달리는커피-서울삼각산점,13,47,5.0,63,9900,4000
배스킨라빈스-길음점,13,48,4.8,246,13500,3000
버터클라우드,13,47,5.0,8,10000,3500
커인스커피,13,48,4.9,14,10000,2000
예히당,13,21,5.0,73,10000,2900
컴포즈커피-덕성여대점,13,27,4.9,253,5000,6400
"엠유엘,,1리터카페,,",13,25,5.0,80,12000,2000
크로플전문점헬로우크로플,13,62,5.0,367,10000,4200
뚜레쥬르-정릉풍림점,13,48,5.0,52,12000,3000
녹베이크샵,13,16,5.0,4,15000,2900
"과일에반하다,프루타-쌍문점",13,22,5.0,7,12000,5400
CGV-수유점,13,20,4.7,43,13000,5400
과일팡-창동점,13,24,4.9,171,15000,4400
마이그릭,13,48,4.8,136,15000,3900
